'box_score_id','game_id','player_id','reb','ast','blk','stl','turnover','oreb','dreb','fg3_pct','fg3a','fg3m','fg_pct','fga','fgm','ft_pct','fta','ftm','min','pf'
14432881,1038367,38017700,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433150,1038368,666609,14,15,5,2,0,0,0,2,3,0,2,0,'0.7',10,7,'0.25',4,1,30,1
14433151,1038368,237,14,25,1,8,0,0,4,0,1,'0.5',6,3,'0.6',15,9,1,4,4,31,0
14433152,1038368,117,14,20,14,4,6,0,1,3,11,'0.3333333',3,1,'0.5',12,6,1,7,7,28,1
14433153,1038368,17553995,14,15,7,6,1,1,2,0,7,'0.4',5,2,'0.333',9,3,1,7,7,32,4
14433154,1038368,405,14,21,2,3,1,0,3,1,1,'0.444',9,4,'0.444',18,8,'0.5',2,1,32,2
14433155,1038368,56677738,14,0,0,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,1,1
14433156,1038368,130,14,6,2,7,0,2,4,0,2,'0.2',5,1,'0.333',6,2,1,1,1,31,2
14433157,1038368,666626,14,2,7,1,1,1,1,0,7,NULL,0,0,NULL,0,0,1,2,2,13,1
14433158,1038368,56677835,14,2,0,0,0,0,0,0,0,NULL,0,0,'0.5',2,1,NULL,0,0,2,0
14433159,1038368,56677836,14,0,0,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,0,0,2,0
14433160,1038368,383,14,8,5,1,1,1,0,1,4,'0.667',3,2,'0.6',5,3,0,1,0,23,1
14433161,1038368,486,14,11,4,0,1,1,0,0,4,'0.5',2,1,'0.571',7,4,1,2,2,13,1
14433162,1038368,38017697,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433163,1038368,3547289,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433164,1038368,666860,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433165,1038368,457,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433166,1038368,1603383,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433167,1038368,666971,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433168,1038368,56677826,9,19,2,0,0,1,1,1,1,'0.5',2,1,'0.692',13,9,NULL,0,0,29,4
14433169,1038368,38017739,9,8,4,4,0,0,0,1,3,'0.5',4,2,'0.5',6,3,0,2,0,26,1
14433170,1038368,38017694,9,8,8,0,0,1,1,4,4,0,0,0,'0.4444444',9,4,0,0,0,23,3
14433171,1038368,17896075,9,12,7,7,0,0,0,1,6,0,2,0,'0.267',15,4,1,4,4,25,1
14433172,1038368,38017682,9,15,2,5,1,2,2,0,2,'0.167',6,1,'0.313',16,5,1,4,4,29,5
14433173,1038368,68,9,7,4,2,0,0,0,1,3,'0.333',3,1,'0.429',7,3,NULL,0,0,17,1
14433174,1038368,64268165,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433175,1038368,3547275,9,0,1,0,0,0,0,0,1,NULL,0,0,NULL,0,0,NULL,0,0,2,0
14433176,1038368,160,9,13,4,1,0,2,2,1,3,'0.4',5,2,'0.444',9,4,'0.75',4,3,25,3
14433177,1038368,320,9,8,6,4,0,0,1,2,4,0,1,0,'0.444',9,4,NULL,0,0,19,1
14433178,1038368,337,9,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,04,0
14433179,1038368,56677792,9,3,3,5,0,1,2,1,2,'0.333',3,1,'0.1',10,1,NULL,0,0,18,1
14433180,1038368,3547240,9,18,9,2,1,0,1,5,4,NULL,0,0,'0.667',12,8,'0.667',3,2,23,4
14433181,1038368,56677729,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433182,1038368,17895858,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433183,1038368,42097199,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433184,1038368,3547267,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14433185,1038368,44477024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434640,1038374,666423,28,23,9,3,1,1,3,3,6,'0.3333333',3,1,'0.5294118',17,9,'0.5',8,4,34,1
14434641,1038374,17896055,28,29,12,8,1,1,6,2,10,0,4,0,'0.5454546',22,12,1,5,5,36,1
14434642,1038374,373,28,19,11,3,2,1,2,7,4,0,0,0,'0.5333334',15,8,'0.75',4,3,30,3
14434643,1038374,3089,28,8,6,3,2,0,0,0,6,'0.3333333',6,2,'0.3333333',9,3,0,0,0,30,1
14434644,1038374,3547269,28,14,6,7,0,0,1,1,5,'0.2',5,1,'0.4545455',11,5,1,3,3,35,2
14434645,1038374,69,28,12,3,3,0,1,1,0,3,0,1,0,'0.5555556',9,5,1,2,2,26,3
14434646,1038374,358,28,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,07,3
14434647,1038374,56677828,28,7,1,1,0,1,1,0,1,'0.25',4,1,'0.4285714',7,3,0,0,0,21,2
14434648,1038374,38017620,28,3,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,05,0
14434649,1038374,58,28,10,4,0,1,1,0,2,2,0,1,0,'0.8',5,4,'0.5',4,2,11,2
14434650,1038374,56677805,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434651,1038374,666762,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00,0
14434652,1038374,3547207,28,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,05,2
